train_regime,test_regime,variant,event,rmse,mae,n
2020,2016,control,hss_event,93.1002364556297,72.85249731197568,3252
2020,2016,control,non_event,84.48671503724303,69.25403270185802,5377
2020,2016,treatment,hss_event,88.54895786017694,69.63684442386416,3252
2020,2016,treatment,non_event,87.34111341010423,71.48738992331705,5377
2020,2017,control,hss_event,95.90264407254432,76.41095158906768,3843
2020,2017,control,non_event,86.33328086495712,72.79878182417983,4917
2020,2017,treatment,hss_event,91.49178039772401,73.20248182000451,3843
2020,2017,treatment,non_event,84.92577510599682,70.70891921869836,4917
2020,2018,control,hss_event,81.71761372349272,64.64825076170973,3251
2020,2018,control,non_event,62.848388580404084,52.167478064569764,5509
2020,2018,treatment,hss_event,82.44823158944253,64.30663289938732,3251
2020,2018,treatment,non_event,62.899364468659606,52.14532359911409,5509
2020,2019,control,hss_event,76.61431597959482,59.63249184017157,3116
2020,2019,control,non_event,52.770811090614,40.56433475313248,5644
2020,2019,treatment,hss_event,73.56662720740962,57.61741112254857,3116
2020,2019,treatment,non_event,50.30252786873689,38.662666510048695,5644
